date_extracted,result
2022-02-24,0.022676118367727364
2022-02-25,0.021433037719658814
2022-02-26,0.05335100529812068
2022-02-27,0.035188903032430136
2022-02-28,0.025210047269915145
2022-03-01,0.02289586481560807
2022-03-02,0.04763710103985806
2022-03-03,0.11785789350530167
2022-03-04,0.14002156819033482
2022-03-05,0.10506841668136367
2022-03-06,0.10810940745893342
2022-03-07,0.05854767545164062
2022-03-08,0.06798202442031807
2022-03-09,0.0554665840416494
2022-03-10,0.07564984565979262
2022-03-11,0.040178146494905996
2022-03-12,0.03835102995539132
2022-03-13,0.04244361223375413
2022-03-14,0.08267791062483328
2022-03-15,0.03512216124372271
2022-03-16,0.05190430157068207
2022-03-17,0.0528535105671028
2022-03-18,0.037667756867765405
2022-03-19,0.038127364705619844
2022-03-20,0.0438716938734867
2022-03-21,0.05282303037449487
2022-03-22,0.03961670718744709
2022-03-23,0.05634965826041839
2022-03-24,0.03523175001441228
2022-03-25,0.06708894661028694
2022-03-26,0.03967192162618316
2022-03-27,0.04659589299354825
2022-03-28,0.04154983786770839
2022-03-29,0.0269949498220663
2022-03-30,0.04092261793729316
2022-03-31,0.05213064729223913
2022-04-01,0.042057593587766
2022-04-02,0.028088780004390263
2022-04-03,0.014842508226724956
2022-04-04,0.025390804829851298
2022-04-05,0.02872754525169603
2022-04-06,0.03727719151314961
2022-04-07,0.03787508376180219
2022-04-08,0.03602658989235004
2022-04-09,0.04951524682269472
2022-04-10,0.06546120288691043
2022-04-11,0.04048168736426312
2022-04-12,0.041316187645352026
2022-04-13,0.02890529910965886
2022-04-14,0.05103166577742956
2022-04-15,0.047245925541206275
2022-04-16,0.032143765060007996
2022-04-17,0.08011541129499312
2022-04-18,0.043268802923411114
2022-04-19,0.04434187895712892
2022-04-20,0.05182625976301251
2022-04-21,0.040517690773707
2022-04-22,0.05525593820801924
2022-04-23,0.05769679406244674
2022-04-24,0.05820051200126837
2022-04-25,0.0386157565922067
2022-04-26,0.055097275300073106
2022-04-27,0.05826131279175197
2022-04-28,0.03955070850877706
2022-04-29,0.03734249422419991
2022-04-30,0.06350916844706367
2022-05-01,0.04392539211482961
2022-05-02,0.06543343537273578
2022-05-03,0.06844469854744265
2022-05-04,0.06039883167306637
2022-05-05,0.046972336586682574
2022-05-06,0.05208643374169691
2022-05-07,0.05457001977114522
2022-05-08,0.058544583565168354
2022-05-09,0.06051193759809442
2022-05-10,0.06305851195556396
2022-05-11,0.07041514487217848
2022-05-12,0.053581568607440226
2022-05-13,0.04879843379915654
2022-05-14,0.0798854260239089
2022-05-15,0.07815912955378722
2022-05-16,0.08588134796090152
2022-05-17,0.05903429480008313
2022-05-18,0.08810985650551355
2022-05-19,0.09183894925222026
2022-05-20,0.04636916918765798
2022-05-21,0.062079417326275574
2022-05-22,0.0817433684386267
2022-05-23,0.052958955946433926
2022-05-24,0.07217480020702677
2022-05-25,0.06404837412166185
2022-05-26,0.058884153277305576
2022-05-27,0.05215928874072814
2022-05-28,0.057828181031178996
2022-05-29,0.0894332706977516
2022-05-30,0.061128153229666804
2022-05-31,0.05682716132986814
2022-06-01,0.07248534248534248
2022-06-02,0.06002711925521865
2022-06-03,0.06269528399642685
2022-06-04,0.06716837070359033
2022-06-05,0.05943556516189521
2022-06-06,0.06399067124257239
2022-06-07,0.052450946121534066
2022-06-08,0.05543614389572101
2022-06-09,0.0542677177960323
2022-06-10,0.05447586414436923
2022-06-11,0.0483611338307988
2022-06-12,0.06038522052797592
2022-06-13,0.0694315350520243
2022-06-14,0.07164708541310828
2022-06-15,0.06115320331779668
2022-06-16,0.07754161013435845
2022-06-17,0.06613071566109859
2022-06-18,0.06426525320070776
2022-06-19,0.06814091762996373
2022-06-20,0.06588576812824934
2022-06-21,0.054480453056643535
2022-06-22,0.055689497518474795
2022-06-23,0.08358612367889082
2022-06-24,0.09519952373793769
2022-06-25,0.0898437824898176
2022-06-26,0.05782981745224535
2022-06-27,0.04908572375348691
2022-06-28,0.04595134869292172
2022-06-29,0.05049819380891201
2022-06-30,0.08670628784737927
2022-07-01,0.07032282489683805
2022-07-02,0.07951323252653537
2022-07-03,0.07345415102899008
2022-07-04,0.06540591857052444
2022-07-05,0.07437802974934025
2022-07-06,0.07940125220348435
2022-07-07,0.0944082115296461
2022-07-08,0.08433320821393005
2022-07-09,0.08065354779831166
2022-07-10,0.06767071384255649
2022-07-11,0.07054758308657669
2022-07-12,0.07709308119988276
2022-07-13,0.050993778047349475
2022-07-14,0.01695822555192622
2022-07-15,0.029698826481837963
2022-07-16,0.053113608520487715
2022-07-17,0.04820858235469913
2022-07-18,0.0567344292605394
2022-07-19,0.06332132785904546
2022-07-20,0.06927857275401204
2022-07-21,0.07385437389519021
2022-07-22,0.07328635241688747
2022-07-23,0.034744685496535976
2022-07-24,0.06850231641234056
2022-07-25,0.04865544178044178
2022-07-26,0.06346296341839636
2022-07-27,0.07195532586073672
2022-07-28,0.07888116737669548
2022-07-29,0.019050616274976475
2022-07-30,0.04113537219098878
2022-07-31,0.06393567908096914
2022-08-01,0.08127948294114576
2022-08-02,0.06657866343464819
2022-08-03,0.10412703556138561
2022-08-04,0.058452190313454847
2022-08-05,0.061402481978640046
2022-08-06,0.052408242622387365
2022-08-07,0.060519641867405216
2022-08-08,0.06625254432306242
2022-08-09,0.060950104926380845
2022-08-10,0.07353356303795601
2022-08-11,0.053426896304254796
2022-08-12,0.08068754792893325
2022-08-13,0.06728776435367034
2022-08-14,0.056377276998312936
2022-08-15,0.06892572931944704
2022-08-16,0.0935438395245797
2022-08-17,0.08294193894307876
2022-08-18,0.04260330169534773
2022-08-19,0.10238989768044118
2022-08-20,0.039326721056070796
2022-08-21,0.056944658222436
2022-08-22,0.08227656084201453
2022-08-23,0.10288771618116242
2022-08-24,0.1345401075130841
2022-08-25,0.07712534515877303
2022-08-26,0.09751137743847103
2022-08-27,0.06366176984175966
2022-08-28,0.06899015242321878
2022-08-29,0.157500688203951
2022-08-30,0.11273582436082435
2022-08-31,0.114418764531192
2022-09-01,0.14641785714285716
2022-09-02,0.13554697839241164
2022-09-03,0.1399763706461659
2022-09-04,0.0955705497374659
2022-09-05,0.13667637304246907
2022-09-06,0.13451176093332956
2022-09-07,0.12283352685767172
2022-09-08,0.09151748460326892
2022-09-09,0.12777336911731815
2022-09-10,0.072915299255143
2022-09-11,0.09729926983130363
2022-09-12,0.08923123008867222
2022-09-13,0.08411902488757382
2022-09-14,0.077357998872073
2022-09-15,0.08887268512268512
2022-09-16,0.055402680973186506
2022-09-17,0.17113585734444747
2022-09-18,0.09459783887901803
2022-09-19,0.07961416867774626
2022-09-20,0.05676612132080883
