date_extracted,result
2022-09-21,0.07241120604481843
2022-09-22,0.0976750692016146
2022-09-23,0.08160464967975946
2022-09-24,0.09059778478757008
2022-09-25,0.12072778866002408
2022-09-26,0.06721445992279325
2022-09-27,0.047017200549871005
2022-09-28,0.04502908061554174
2022-09-29,0.0741246606748006
2022-09-30,0.010376214123008994
2022-10-01,0.04874109137390387
2022-10-02,0.07986431491788636
2022-10-03,0.057144801931175264
2022-10-04,0.07327669900045441
2022-10-05,0.06403360642496908
2022-10-06,0.07667674374944783
2022-10-07,0.09448909526946028
2022-10-08,0.09269227396019133
2022-10-09,0.03465561248971644
2022-10-10,0.04242453098758206
2022-10-11,0.06447382425208333
2022-10-12,0.09405597971563982
2022-10-13,0.0758998636244661
2022-10-14,0.09562050503160523
2022-10-15,0.07656683853635073
2022-10-16,0.07550114401532068
2022-10-17,0.04304483688709879
2022-10-18,0.06255291482542889
2022-10-19,0.08009665087127016
2022-10-20,0.07050326802390482
2022-10-21,0.10847137641435886
2022-10-22,0.07250414014090485
2022-10-23,0.0875181381125735
2022-10-24,0.0720335133590628
2022-10-25,0.13734879291006744
2022-10-26,0.10797364433236177
2022-10-27,0.10405988399266701
2022-10-28,0.09535251038405902
2022-10-29,0.08816103075792997
2022-10-30,0.05736314529816732
2022-10-31,0.06437253008381326
2022-11-01,0.06573836500814188
2022-11-02,0.08700004759900594
2022-11-03,0.1109295157621232
2022-11-04,0.10440036417645641
2022-11-05,0.08833799228503662
2022-11-06,0.06107639190145393
2022-11-07,0.061113359049233755
2022-11-08,0.09066288894413894
2022-11-09,0.09351029405956095
2022-11-10,0.10423399911005175
2022-11-11,0.11917949471326006
2022-11-12,0.13185510373481604
2022-11-13,0.07653103715728717
2022-11-14,0.09179991098609043
2022-11-15,0.0711263090938113
2022-11-16,0.09108593443369473
2022-11-17,0.07597642517071444
2022-11-18,0.10474154045292257
2022-11-19,0.04834824254555295
2022-11-20,0.07651277284488964
2022-11-21,0.083455568631493
2022-11-22,0.0998009583108832
2022-11-23,0.04329506533136924
2022-11-24,0.057614607542477166
2022-11-25,0.06580577361218141
2022-11-26,0.060992046231280676
2022-11-27,0.05833943915126571
2022-11-28,0.0959621499143558
2022-11-29,0.0795132798129002
2022-11-30,0.08755011810852288
2022-12-01,0.07752777139715915
2022-12-02,0.1099544694215664
2022-12-03,0.09948075824486585
2022-12-04,0.08350967332423376
2022-12-05,0.08306286812177005
2022-12-06,0.10753367814041971
2022-12-07,0.11481460090835091
2022-12-08,0.1318529998415222
2022-12-09,0.11765405746655745
2022-12-10,0.10007335751513835
2022-12-11,0.10462687923945233
2022-12-12,0.08416003529403807
2022-12-13,0.11771847777090634
2022-12-14,0.10372328107000377
2022-12-15,0.05121056888631833
2022-12-16,0.0634458564461562
2022-12-17,0.0920328723616505
2022-12-18,0.10493885916930135
2022-12-19,0.0807464061021023
2022-12-20,0.08116797502638713
2022-12-21,0.07970191347445066
2022-12-22,0.10310879254700117
2022-12-23,0.09113307183419124
2022-12-24,0.04440735001530456
2022-12-25,0.10849414001570551
2022-12-26,0.1111842607658604
2022-12-27,0.09191836613906926
2022-12-28,0.09304056402284905
2022-12-29,0.07588498984720517
2022-12-30,0.09916293562675141
2022-12-31,0.11846891765641766
2023-01-01,0.1509136923052049
2023-01-02,0.14180030787567552
2023-01-03,0.1234239429664187
2023-01-04,0.07161767914962802
2023-01-05,0.07284151678185369
2023-01-06,0.06364094532306255
2023-01-07,0.071137017704198
2023-01-08,0.09644153621717469
2023-01-09,0.0948098121312407
2023-01-10,0.06176001911640612
2023-01-11,0.08628033565261288
2023-01-12,0.07436335884128246
2023-01-13,0.10191889527041643
2023-01-14,0.03622026029526029
2023-01-15,0.025748127354898186
2023-01-16,0.03624345497828922
2023-01-17,0.08078048790237155
2023-01-18,0.06551596618263285
2023-01-19,0.07976036816263692
2023-01-20,0.09451698846545935
2023-01-21,0.08280148009063672
2023-01-22,0.12493286864015282
2023-01-23,0.08782273227571233
2023-01-24,0.08245020579813887
2023-01-25,0.1124924309843005
2023-01-26,0.0866451022522451
2023-01-27,0.0706433835048367
2023-01-28,0.05423676962367438
2023-01-29,0.07440831823810548
2023-01-30,0.06136052972846489
2023-01-31,0.07785890873489298
2023-02-01,0.08535801628270082
2023-02-02,0.05196301581688781
2023-02-03,0.06825163498142985
2023-02-04,0.07500511327297042
2023-02-05,0.08363112034597799
2023-02-06,0.05077368393714547
2023-02-07,0.041903699413881994
2023-02-08,0.07200933978502472
2023-02-09,0.09590790067455641
2023-02-10,0.07602663353671418
2023-02-11,0.07969211576592077
2023-02-12,0.09209979237190122
2023-02-13,0.09195534894398531
2023-02-14,0.1084482746181022
2023-02-15,0.0880292038208705
2023-02-16,0.07595203642663535
2023-02-17,0.07760353034566611
2023-02-18,0.06913153202105667
2023-02-19,0.09236370650953984
2023-02-20,0.09847257797855308
2023-02-21,0.10285814164269134
2023-02-22,0.08873615670044241
2023-02-23,0.09904726772453254
2023-02-24,0.12744708246274128
2023-02-25,0.08367219924379919
2023-02-26,0.08387470227990186
2023-02-27,0.0683026597932395
2023-02-28,0.07655311848875282
2023-03-01,0.06914123819904651
2023-03-02,0.04688178596598478
2023-03-03,0.05570288852153475
2023-03-04,0.07858497631331755
2023-03-05,0.05517330863264082
2023-03-06,0.04083070692389965
2023-03-07,0.05142061216785898
2023-03-08,0.08287045830723562
2023-03-09,0.06735662634260062
2023-03-10,0.052254841708990946
2023-03-11,0.08532922449423404
2023-03-12,0.1035434531000561
2023-03-13,0.07358532884964603
2023-03-14,0.06923501812177091
2023-03-15,0.08580119920110522
2023-03-16,0.07378854688661507
2023-03-17,0.0793250027729737
2023-03-18,0.07023517355205801
2023-03-19,0.0789439063982918
2023-03-20,0.06252261265304744
2023-03-21,0.0651396004916145
2023-03-22,0.04489371160916745
2023-03-23,0.07844194131384007
2023-03-24,0.0463129036304202
2023-03-25,0.08420059032920385
2023-03-26,0.08778852462100761
2023-03-27,0.08737718615120454
2023-03-28,0.07254575257275875
2023-03-29,0.1011196441127624
2023-03-30,0.03365445033095313
2023-03-31,0.07473560065665329
2023-04-01,0.07438144561774335
2023-04-02,0.07251961388148888
2023-04-03,0.0868633485110169
2023-04-04,0.08255551025776472
2023-04-05,0.058616886540820645
2023-04-06,0.07908958616877651
2023-04-07,0.07513267648860869
2023-04-08,0.0819553024093414
2023-04-09,0.06547034515480604
2023-04-10,0.08752656713176193
2023-04-11,0.07133147164548864
2023-04-12,0.027159965398661334
2023-04-13,0.06388726059764115
2023-04-14,0.05289602341701909
2023-04-15,0.06810667218476452
2023-04-16,0.08429309776319112
2023-04-17,0.07096645605950756
2023-04-18,0.045046780702298284
2023-04-19,0.08437653364683823
2023-04-20,0.08371977265653736
2023-04-21,0.10118046399455029
2023-04-22,0.07502619522681252
2023-04-23,0.07204603330322754
2023-04-24,0.04146711022563295
2023-04-25,0.06550576449013949
2023-04-26,0.09817398645064086
2023-04-27,0.09458360826744118
2023-04-28,0.04503541627454671
2023-04-29,0.05776657329598506
2023-04-30,0.04851551226551227
2023-05-01,0.05110988128033583
2023-05-02,0.03262086623693767
2023-05-03,0.05373176642198381
2023-05-04,0.07847497384224841
2023-05-05,0.07794541877875212
2023-05-06,0.03790901046519024
2023-05-07,0.07269069664902998
2023-05-08,0.04757396165365067
2023-05-09,0.035031323027354774
2023-05-10,0.08090565999656908
2023-05-11,0.05903821576786693
2023-05-12,0.07465407501697824
2023-05-13,0.04933634967725877
2023-05-14,0.13430920359291146
2023-05-15,0.09273182957393483
2023-05-17,0.07636653996410094
2023-05-18,0.035929118773946354
